customer_id,total_freq,total_points,points,transaction_date,interval,upper,lower,median,upper-cutoff,lower-cutoff,normal_freq,outlier_freq,normal/abnormal,mean_freq,mean_initial_freq,|fisrt_1_round,fisrt_2_round,fisrt_3_round,fisrt_4_round,fisrt_5_round,fisrt_6_round,fisrt_7_round,fisrt_8_round,fisrt_9_round,fisrt_10_round|,|first_1_round_first_10_percent_freq,first_1_round_first_25_percent_freq,first_1_round_first_50_percent_freq,first_1_round_first_75_percent_freq,first_2_round_first_10_percent_freq,first_2_round_first_25_percent_freq,first_2_round_first_50_percent_freq,first_2_round_first_75_percent_freq,first_3_round_first_10_percent_freq,first_3_round_first_25_percent_freq,first_3_round_first_50_percent_freq,first_3_round_first_75_percent_freq,first_4_round_first_10_percent_freq,first_4_round_first_25_percent_freq,first_4_round_first_50_percent_freq,first_4_round_first_75_percent_freq,first_5_round_first_10_percent_freq,first_5_round_first_25_percent_freq,first_5_round_first_50_percent_freq,first_5_round_first_75_percent_freq,first_6_round_first_10_percent_freq,first_6_round_first_25_percent_freq,first_6_round_first_50_percent_freq,first_6_round_first_75_percent_freq,first_7_round_first_10_percent_freq,first_7_round_first_25_percent_freq,first_7_round_first_50_percent_freq,first_7_round_first_75_percent_freq,first_8_round_first_10_percent_freq,first_8_round_first_25_percent_freq,first_8_round_first_50_percent_freq,first_8_round_first_75_percent_freq,first_9_round_first_10_percent_freq,first_9_round_first_25_percent_freq,first_9_round_first_50_percent_freq,first_9_round_first_75_percent_freq,first_10_round_first_10_percent_freq,first_10_round_first_25_percent_freq,first_10_round_first_50_percent_freq,first_10_round_first_75_percent_freq|,current_day,days_to_last_transaction,discrepancy,tag
3347,8,11,1;1;2;1;1;3;1;1,7/10/2015;7/28/2015;8/27/2015;8/30/2015;8/31/2015;10/30/2015;1/16/2016;3/11/2016,18;30;3;1;60;78;55,62.69218559,0,35,30,4,18;30;3;1;60;55,78,6vs1,27.83333333,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,55,0.976047904,potential_churn
115019,1,2,2,3/11/2016,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,55,2.796064147,potential_churn
114999,1,2,2,3/11/2016,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,55,2.796064147,potential_churn
80834,3,3,1;1;1,1/2/2016;2/26/2016;3/11/2016,55;14,69.99877224,0,26.86979167,30,4,55;14,NA,2vs0,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,55,2.796064147,potential_churn
25978,4,7,2;2;2;1,10/12/2015;2/14/2016;3/10/2016;3/11/2016,125;25;1,69.99877224,0,26.86979167,30,4,125;25;1,NA,2vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,55,2.796064147,potential_churn
108275,2,2,1;1,2/27/2016;3/11/2016,13,69.99877224,0,26.86979167,30,4,13,NA,1vs0,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,55,2.796064147,potential_churn
7449,14,20,1;1;2;2;2;1;1;1;2;2;2;1;1;1,8/2/2015;8/16/2015;8/25/2015;9/2/2015;9/8/2015;9/12/2015;9/20/2015;9/23/2015;9/27/2015;10/7/2015;11/8/2015;1/24/2016;3/9/2016;4/18/2016,14;9;8;6;4;8;3;4;10;32;77;45;40,41.41171498,0,20,30,4,14;9;8;6;4;8;3;4;10;32;40,77;45,11vs2,12.54545455,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,17,0.355072464,normal
114502,1,1,1,3/11/2016,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,55,2.796064147,potential_churn
88954,15,15,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1/17/2016;1/20/2016;1/23/2016;1/24/2016;1/31/2016;2/13/2016;2/19/2016;2/21/2016;2/28/2016;3/9/2016;3/19/2016;4/2/2016;4/9/2016;4/17/2016;5/3/2016,3;3;1;7;13;6;2;7;10;10;14;7;8;16,12.06047031,0,7.642857143,30,4,3;3;1;7;6;2;7;10;10;7;8,13;14;16,11vs3,5.818181818,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,2,-0.65625,normal
230,18,27,9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2,4/25/2015;4/26/2015;5/31/2015;6/8/2015;6/12/2015;6/17/2015;6/29/2015;7/5/2015;7/19/2015;8/9/2015;9/19/2015;10/20/2015;11/4/2015;11/27/2015;1/9/2016;1/10/2016;2/18/2016;3/11/2016,1;35;8;4;5;12;6;14;21;41;31;15;23;43;1;39;22,32.89445843,0,18.88235294,30,4,1;8;4;5;12;6;14;21;31;15;23;1;22,35;41;43;39,13vs4,12.53846154,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,55,3.386503067,potential_churn
114726,1,1,1,3/11/2016,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,55,2.796064147,potential_churn
114728,1,1,1,3/11/2016,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,55,2.796064147,potential_churn
2715,15,30,3;2;3;2;1;3;2;2;1;2;2;3;1;1;2,7/4/2015;7/17/2015;7/25/2015;7/31/2015;8/8/2015;8/9/2015;8/14/2015;8/22/2015;8/29/2015;9/27/2015;10/21/2015;11/8/2015;2/27/2016;3/6/2016;3/11/2016,13;8;6;8;1;5;8;7;29;24;18;111;8;5,44.81846407,0,17.92857143,30,4,13;8;6;8;1;5;8;7;29;24;18;8;5,111,13vs1,10.76923077,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,55,4.107142857,potential_churn
115091,1,1,1,3/11/2016,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,55,2.796064147,potential_churn
137193,2,4,1;3,4/20/2016;4/27/2016,7,69.99877224,0,26.86979167,30,4,7,NA,1vs0,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,8,-0.447845215,normal
177243,1,1,1,5/2/2016,NA,NA,NA,26.86979167,30,4,NA,NA,1vs0,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,3,-0.792941956,normal
115037,1,1,1,3/11/2016,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,55,2.796064147,potential_churn
131861,3,5,2;1;2,4/9/2016;4/17/2016;5/2/2016,8;15,69.99877224,0,26.86979167,30,4,8;15,NA,2vs0,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,3,-0.792941956,normal
131860,1,3,3,4/9/2016,NA,NA,NA,26.86979167,30,4,NA,NA,1vs0,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,26,0.794503051,normal
368,37,39,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1,5/2/2015;5/6/2015;5/17/2015;5/25/2015;5/30/2015;6/6/2015;6/10/2015;6/12/2015;6/19/2015;6/20/2015;6/26/2015;6/27/2015;7/1/2015;7/3/2015;7/6/2015;7/11/2015;7/15/2015;7/19/2015;7/23/2015;7/30/2015;8/2/2015;8/28/2015;9/13/2015;10/1/2015;10/4/2015;11/14/2015;12/26/2015;1/29/2016;2/13/2016;2/14/2016;2/20/2016;2/21/2016;3/20/2016;3/31/2016;4/9/2016;4/13/2016;4/17/2016,4;11;8;5;7;4;2;7;1;6;1;4;2;3;5;4;4;4;7;3;26;16;18;3;41;42;34;15;1;6;1;28;11;9;4;4,20.63672739,0,9.75,30,4,4;11;8;5;7;4;2;7;1;6;1;4;2;3;5;4;4;4;7;3;16;18;3;15;1;6;1;11;9;4;4,26;41;42;34;28,31vs5,5.806451613,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,18,2.1,normal
114597,1,2,2,3/11/2016,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,55,2.796064147,potential_churn
114506,1,2,2,3/11/2016,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,55,2.796064147,potential_churn
2003,10,15,1;1;3;1;1;2;1;1;1;3,6/25/2015;8/15/2015;9/7/2015;9/23/2015;11/5/2015;11/10/2015;11/25/2015;12/15/2015;2/13/2016;3/11/2016,51;23;16;43;5;15;20;60;27,46.2186606,0,28.88888889,30,4,23;16;43;5;15;20;27,51;60,7vs2,21.28571429,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,55,1.583892617,potential_churn
364,10,29,12;2;3;1;1;2;2;2;2;2,5/2/2015;5/25/2015;6/4/2015;8/14/2015;8/19/2015;9/22/2015;2/20/2016;4/6/2016;4/18/2016;4/27/2016,23;10;71;5;34;151;46;12;9,84.22320178,0,40.11111111,30,4,23;10;71;5;34;46;12;9,151,8vs1,26.25,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,8,-0.695238095,normal
114654,1,1,1,3/11/2016,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,55,2.796064147,potential_churn
114802,1,1,1,3/11/2016,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,55,2.796064147,potential_churn
114925,1,2,2,3/11/2016,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,55,2.796064147,potential_churn
104103,4,9,2;2;1;4,2/18/2016;2/19/2016;2/21/2016;3/10/2016,1;2;18,69.99877224,0,26.86979167,30,4,1;2;18,NA,3vs0,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,56,2.865083495,potential_churn
30371,14,18,1;1;2;2;1;1;1;1;1;1;1;1;2;2,10/20/2015;10/26/2015;11/11/2015;11/18/2015;11/26/2015;11/29/2015;12/12/2015;12/13/2015;12/17/2015;12/19/2015;12/24/2015;12/30/2015;3/5/2016;3/10/2016,6;16;7;8;3;13;1;4;2;5;6;66;5,27.3194252,0,10.92307692,30,4,6;16;7;8;3;13;1;4;2;5;6;5,66,12vs1,6.333333333,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,56,7.842105263,potential_churn
116929,2,7,5;2,4/25/2016;4/29/2016,4,69.99877224,0,26.86979167,30,4,4,NA,1vs0,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,6,-0.585883911,normal
10616,6,7,1;2;1;1;1;1,8/17/2015;8/31/2015;9/13/2015;10/25/2015;10/26/2015;3/10/2016,14;13;42;1;136,90.47230459,0,41.2,30,4,14;13;42;1,136,4vs1,17.5,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,56,2.2,potential_churn
114464,1,2,2,3/10/2016,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,56,2.865083495,potential_churn
21751,2,2,1;1,9/27/2015;3/10/2016,165,69.99877224,0,26.86979167,30,4,165,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,56,2.865083495,potential_churn
381,46,80,2;2;2;2;1;1;2;1;1;2;2;1;1;2;1;1;2;1;3;1;1;2;2;2;2;1;2;2;2;2;2;1;2;2;2;4;1;2;1;2;1;2;2;2;2;3,5/3/2015;5/4/2015;5/10/2015;5/23/2015;6/11/2015;6/12/2015;6/13/2015;7/15/2015;8/2/2015;9/2/2015;9/5/2015;9/7/2015;9/8/2015;9/22/2015;10/6/2015;10/7/2015;10/17/2015;10/20/2015;11/7/2015;11/9/2015;11/19/2015;11/25/2015;11/29/2015;12/5/2015;12/10/2015;12/11/2015;12/12/2015;12/18/2015;12/19/2015;1/3/2016;1/14/2016;1/17/2016;2/17/2016;2/20/2016;3/6/2016;3/27/2016;4/1/2016;4/2/2016;4/3/2016;4/4/2016;4/8/2016;4/10/2016;4/13/2016;4/17/2016;4/21/2016;4/23/2016,1;6;13;19;1;1;32;18;31;3;2;1;14;14;1;10;3;18;2;10;6;4;6;5;1;1;6;1;15;11;3;31;3;15;21;5;1;1;1;4;2;3;4;4;2,16.39854554,0,7.911111111,30,4,1;6;13;1;1;3;2;1;14;14;1;10;3;2;10;6;4;6;5;1;1;6;1;15;11;3;3;15;5;1;1;1;4;2;3;4;4;2,19;32;18;31;18;31;21,38vs7,4.894736842,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,12,1.451612903,normal
11358,6,11,3;2;1;2;2;1,8/21/2015;8/25/2015;10/10/2015;10/30/2015;3/8/2016;3/9/2016,4;46;20;130;1,87.85039349,0,40.2,30,4,4;46;20;1,130,4vs1,17.75,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,57,2.211267606,potential_churn
113673,1,1,1,3/9/2016,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,57,2.934102843,potential_churn
113630,1,3,3,3/9/2016,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,57,2.934102843,potential_churn
1958,3,10002,10000;1;1,8/14/2015;3/2/2016;3/9/2016,201;7,69.99877224,0,26.86979167,30,4,201;7,NA,1vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,57,2.934102843,potential_churn
113670,1,1,1,3/9/2016,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,57,2.934102843,potential_churn
387,7,14,6;1;1;2;1;1;2,5/4/2015;5/15/2015;6/12/2015;12/19/2015;1/15/2016;3/18/2016;4/22/2016,11;28;190;27;63;35,119.6107801,0,59,30,4,11;28;27;63;35,190,5vs1,32.8,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,13,-0.603658537,normal
388,38,75,2;2;2;2;1;1;3;1;2;2;4;2;2;1;1;1;2;2;1;1;2;1;2;2;3;2;3;2;3;4;4;2;2;2;2;1;2;1,5/4/2015;5/5/2015;7/1/2015;7/3/2015;7/5/2015;7/7/2015;7/8/2015;7/11/2015;7/12/2015;7/14/2015;7/16/2015;7/18/2015;7/27/2015;8/9/2015;8/27/2015;9/13/2015;9/28/2015;10/25/2015;10/27/2015;10/30/2015;10/31/2015;11/1/2015;11/6/2015;11/12/2015;11/15/2015;12/8/2015;1/16/2016;3/20/2016;3/23/2016;3/25/2016;4/7/2016;4/12/2016;4/14/2016;4/16/2016;4/17/2016;4/24/2016;4/30/2016;5/4/2016,1;57;2;2;2;1;3;1;2;2;2;9;13;18;17;15;27;2;3;1;1;5;6;3;23;39;64;3;2;13;5;2;2;1;7;6;4,24.62333241,0,9.891891892,30,4,1;2;2;2;1;3;1;2;2;2;9;13;18;17;15;2;3;1;1;5;6;3;23;3;2;13;5;2;2;1;7;6;4,57;27;39;64,33vs4,5.424242424,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,1,-0.815642458,normal
113657,1,1,1,3/9/2016,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,57,2.934102843,potential_churn
113651,1,2,2,3/9/2016,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,57,2.934102843,potential_churn
